,Date,Location,MinTemp,MaxTemp
65647,2013-03-26,MelbourneAirport,13.8,30.6
65648,2013-03-27,MelbourneAirport,19.3,35.5
65649,2013-03-28,MelbourneAirport,14.6,20.6
65650,2013-03-29,MelbourneAirport,9.0,17.8
65651,2013-03-30,MelbourneAirport,12.3,21.6
65652,2013-03-31,MelbourneAirport,11.7,17.5
65653,2013-04-01,MelbourneAirport,8.2,20.1
65654,2013-04-02,MelbourneAirport,11.3,18.9
65655,2013-04-03,MelbourneAirport,9.5,16.9
65656,2013-04-04,MelbourneAirport,5.7,19.7
65657,2013-04-05,MelbourneAirport,8.9,24.6
65658,2013-04-06,MelbourneAirport,10.6,27.1
65659,2013-04-07,MelbourneAirport,16.0,27.7
65660,2013-04-08,MelbourneAirport,14.3,21.8
65661,2013-04-09,MelbourneAirport,12.7,22.3
65662,2013-04-10,MelbourneAirport,10.3,24.3
65663,2013-04-11,MelbourneAirport,12.3,16.5
65664,2013-04-12,MelbourneAirport,9.6,27.2
65665,2013-04-13,MelbourneAirport,14.9,24.1
65666,2013-04-14,MelbourneAirport,13.5,21.4
65667,2013-04-15,MelbourneAirport,12.0,15.0
65668,2013-04-16,MelbourneAirport,8.4,18.2
65669,2013-04-17,MelbourneAirport,8.5,17.6
65670,2013-04-18,MelbourneAirport,7.5,15.9
65671,2013-04-19,MelbourneAirport,8.4,16.2
65672,2013-04-20,MelbourneAirport,5.6,17.8
65673,2013-04-21,MelbourneAirport,5.6,20.7
65674,2013-04-22,MelbourneAirport,10.7,18.5
65675,2013-04-23,MelbourneAirport,10.4,18.8
65676,2013-04-24,MelbourneAirport,11.5,20.1
65677,2013-04-25,MelbourneAirport,9.0,20.8
65678,2013-04-26,MelbourneAirport,13.6,22.0
65679,2013-04-27,MelbourneAirport,12.8,24.5
65680,2013-04-28,MelbourneAirport,14.9,19.1
65681,2013-04-29,MelbourneAirport,6.9,18.2
65682,2013-04-30,MelbourneAirport,5.0,17.7
65683,2013-05-01,MelbourneAirport,7.9,16.7
65684,2013-05-02,MelbourneAirport,3.8,16.4
65685,2013-05-03,MelbourneAirport,5.7,19.5
65686,2013-05-04,MelbourneAirport,8.4,15.3
65687,2013-05-05,MelbourneAirport,9.0,14.7
65688,2013-05-06,MelbourneAirport,2.1,18.6
65689,2013-05-07,MelbourneAirport,7.7,19.9
65690,2013-05-08,MelbourneAirport,10.7,23.9
65691,2013-05-09,MelbourneAirport,14.6,26.2
65692,2013-05-10,MelbourneAirport,11.3,25.0
65693,2013-05-11,MelbourneAirport,11.5,24.1
65694,2013-05-12,MelbourneAirport,14.4,23.4
65695,2013-05-13,MelbourneAirport,11.8,17.6
65696,2013-05-14,MelbourneAirport,5.8,13.5
65697,2013-05-15,MelbourneAirport,8.1,15.5
65698,2013-05-16,MelbourneAirport,9.1,15.4
65699,2013-05-17,MelbourneAirport,9.1,15.5
65700,2013-05-18,MelbourneAirport,7.9,13.5
65701,2013-05-19,MelbourneAirport,6.6,16.9
65702,2013-05-20,MelbourneAirport,8.6,14.6
65703,2013-05-21,MelbourneAirport,6.0,16.0
65704,2013-05-22,MelbourneAirport,3.6,15.0
65705,2013-05-23,MelbourneAirport,3.1,15.7
65706,2013-05-24,MelbourneAirport,4.3,16.7
65707,2013-05-25,MelbourneAirport,6.7,18.6
65708,2013-05-26,MelbourneAirport,7.8,15.6
65709,2013-05-27,MelbourneAirport,8.7,14.8
65710,2013-05-28,MelbourneAirport,3.4,17.9
65711,2013-05-29,MelbourneAirport,7.0,18.4
65712,2013-05-30,MelbourneAirport,11.1,15.5
65713,2013-05-31,MelbourneAirport,11.2,17.3
65714,2013-06-01,MelbourneAirport,12.8,15.1
65715,2013-06-02,MelbourneAirport,8.4,14.4
65716,2013-06-03,MelbourneAirport,8.9,14.3
65717,2013-06-04,MelbourneAirport,9.6,14.5
65718,2013-06-05,MelbourneAirport,9.4,13.6
65719,2013-06-06,MelbourneAirport,11.2,16.5
65720,2013-06-07,MelbourneAirport,10.2,13.9
65721,2013-06-08,MelbourneAirport,4.5,15.0
65722,2013-06-09,MelbourneAirport,4.5,13.9
65723,2013-06-10,MelbourneAirport,3.2,15.6
65724,2013-06-11,MelbourneAirport,8.8,14.8
65725,2013-06-12,MelbourneAirport,7.4,12.1
65726,2013-06-13,MelbourneAirport,9.3,11.9
65727,2013-06-14,MelbourneAirport,10.3,12.9
65728,2013-06-15,MelbourneAirport,5.4,13.1
65729,2013-06-16,MelbourneAirport,6.0,12.9
65730,2013-06-17,MelbourneAirport,5.5,10.6
65731,2013-06-18,MelbourneAirport,7.3,13.3
65732,2013-06-19,MelbourneAirport,2.3,12.9
65733,2013-06-20,MelbourneAirport,0.9,14.3
65734,2013-06-21,MelbourneAirport,1.1,13.7
65735,2013-06-22,MelbourneAirport,0.6,13.5
65736,2013-06-23,MelbourneAirport,1.1,12.9
65737,2013-06-24,MelbourneAirport,0.2,11.0
65738,2013-06-25,MelbourneAirport,4.6,15.4
65739,2013-06-26,MelbourneAirport,2.0,17.3
65740,2013-06-27,MelbourneAirport,4.5,16.8
65741,2013-06-28,MelbourneAirport,5.6,16.3
65742,2013-06-29,MelbourneAirport,3.9,12.8
65743,2013-06-30,MelbourneAirport,4.7,17.7
65744,2013-07-01,MelbourneAirport,9.3,18.2
65745,2013-07-02,MelbourneAirport,10.4,17.9
65746,2013-07-03,MelbourneAirport,7.1,16.1
65747,2013-07-04,MelbourneAirport,7.7,15.4
65748,2013-07-05,MelbourneAirport,7.3,12.9
65749,2013-07-06,MelbourneAirport,7.9,14.7
65750,2013-07-07,MelbourneAirport,4.0,12.3
65751,2013-07-08,MelbourneAirport,2.9,14.0
65752,2013-07-09,MelbourneAirport,2.0,13.1
65753,2013-07-10,MelbourneAirport,1.7,14.4
65754,2013-07-11,MelbourneAirport,2.5,14.7
65755,2013-07-12,MelbourneAirport,6.6,16.5
65756,2013-07-13,MelbourneAirport,9.0,14.0
65757,2013-07-14,MelbourneAirport,11.4,14.9
65758,2013-07-15,MelbourneAirport,10.9,17.5
65759,2013-07-16,MelbourneAirport,8.9,16.1
65760,2013-07-17,MelbourneAirport,7.5,16.8
65761,2013-07-18,MelbourneAirport,11.3,21.3
65762,2013-07-19,MelbourneAirport,12.7,15.7
65763,2013-07-20,MelbourneAirport,5.2,8.4
65764,2013-07-21,MelbourneAirport,3.9,9.9
65765,2013-07-22,MelbourneAirport,3.7,13.0
65766,2013-07-23,MelbourneAirport,7.1,12.1
65767,2013-07-24,MelbourneAirport,8.4,13.3
65768,2013-07-25,MelbourneAirport,2.4,11.6
65769,2013-07-26,MelbourneAirport,7.7,15.0
65770,2013-07-27,MelbourneAirport,7.7,13.3
65771,2013-07-28,MelbourneAirport,9.4,16.4
65772,2013-07-29,MelbourneAirport,9.5,18.2
65773,2013-07-30,MelbourneAirport,8.9,14.7
65774,2013-07-31,MelbourneAirport,2.2,14.3
65775,2013-08-01,MelbourneAirport,4.4,13.9
65776,2013-08-02,MelbourneAirport,4.4,13.1
65777,2013-08-03,MelbourneAirport,4.5,12.3
65778,2013-08-04,MelbourneAirport,6.0,13.3
65779,2013-08-05,MelbourneAirport,9.5,14.9
65780,2013-08-06,MelbourneAirport,9.2,14.8
65781,2013-08-07,MelbourneAirport,5.1,13.3
65782,2013-08-08,MelbourneAirport,4.8,13.0
65783,2013-08-09,MelbourneAirport,5.8,11.1
65784,2013-08-10,MelbourneAirport,6.9,16.3
65785,2013-08-11,MelbourneAirport,5.9,15.5
65786,2013-08-12,MelbourneAirport,9.4,14.8
65787,2013-08-13,MelbourneAirport,5.5,15.6
65788,2013-08-14,MelbourneAirport,9.2,13.8
65789,2013-08-15,MelbourneAirport,5.1,16.6
65790,2013-08-16,MelbourneAirport,7.4,15.7
65791,2013-08-17,MelbourneAirport,6.6,15.6
65792,2013-08-18,MelbourneAirport,8.7,17.0
65793,2013-08-19,MelbourneAirport,5.4,11.7
65794,2013-08-20,MelbourneAirport,3.5,12.2
65795,2013-08-21,MelbourneAirport,3.8,13.8
65796,2013-08-22,MelbourneAirport,8.2,15.0
65797,2013-08-23,MelbourneAirport,9.5,14.9
65798,2013-08-24,MelbourneAirport,9.1,15.4
65799,2013-08-25,MelbourneAirport,9.7,16.7
65800,2013-08-26,MelbourneAirport,8.0,18.5
65801,2013-08-27,MelbourneAirport,8.2,19.8
65802,2013-08-28,MelbourneAirport,8.5,21.3
65803,2013-08-29,MelbourneAirport,10.5,22.8
65804,2013-08-30,MelbourneAirport,13.2,19.1
65805,2013-08-31,MelbourneAirport,8.4,21.4
65806,2013-09-01,MelbourneAirport,13.3,21.9
65807,2013-09-02,MelbourneAirport,10.5,20.9
65808,2013-09-03,MelbourneAirport,7.4,24.6
65809,2013-09-04,MelbourneAirport,14.9,23.2
65810,2013-09-05,MelbourneAirport,17.3,18.2
65811,2013-09-06,MelbourneAirport,9.9,14.2
65812,2013-09-07,MelbourneAirport,7.1,18.4
65813,2013-09-08,MelbourneAirport,5.9,17.3
65814,2013-09-09,MelbourneAirport,10.9,22.3
65815,2013-09-10,MelbourneAirport,9.6,16.3
65816,2013-09-11,MelbourneAirport,6.3,15.8
65817,2013-09-12,MelbourneAirport,5.9,13.3
65818,2013-09-13,MelbourneAirport,-0.4,15.2
65819,2013-09-14,MelbourneAirport,7.9,17.7
65820,2013-09-15,MelbourneAirport,7.5,21.3
65821,2013-09-16,MelbourneAirport,11.9,17.0
65822,2013-09-17,MelbourneAirport,9.1,18.9
65823,2013-09-18,MelbourneAirport,10.7,19.1
65824,2013-09-19,MelbourneAirport,9.2,16.4
65825,2013-09-20,MelbourneAirport,9.1,17.0
65826,2013-09-21,MelbourneAirport,5.2,19.1
65827,2013-09-22,MelbourneAirport,10.7,21.4
65828,2013-09-23,MelbourneAirport,6.4,22.3
65829,2013-09-24,MelbourneAirport,10.8,23.7
65830,2013-09-25,MelbourneAirport,15.0,23.2
65831,2013-09-26,MelbourneAirport,10.6,15.0
65832,2013-09-27,MelbourneAirport,5.0,19.5
65833,2013-09-28,MelbourneAirport,5.8,15.0
65834,2013-09-29,MelbourneAirport,5.2,20.9
65835,2013-09-30,MelbourneAirport,13.2,22.8
65836,2013-10-01,MelbourneAirport,10.3,15.8
65837,2013-10-02,MelbourneAirport,7.0,16.9
65838,2013-10-03,MelbourneAirport,6.9,14.4
65839,2013-10-04,MelbourneAirport,4.1,20.3
65840,2013-10-05,MelbourneAirport,12.0,24.9
65841,2013-10-06,MelbourneAirport,11.4,17.4
65842,2013-10-07,MelbourneAirport,5.5,16.9
65843,2013-10-08,MelbourneAirport,8.6,20.6
65844,2013-10-09,MelbourneAirport,10.6,25.8
65845,2013-10-10,MelbourneAirport,13.0,16.8
65846,2013-10-11,MelbourneAirport,7.3,19.5
65847,2013-10-12,MelbourneAirport,8.7,24.4
65848,2013-10-13,MelbourneAirport,8.3,16.4
65849,2013-10-14,MelbourneAirport,5.0,14.2
65850,2013-10-15,MelbourneAirport,6.3,19.0
65851,2013-10-16,MelbourneAirport,11.2,26.9
65852,2013-10-17,MelbourneAirport,8.8,14.8
65853,2013-10-18,MelbourneAirport,4.2,21.2
65854,2013-10-19,MelbourneAirport,11.0,25.3
65855,2013-10-20,MelbourneAirport,14.5,32.7
65856,2013-10-21,MelbourneAirport,12.8,17.0
65857,2013-10-22,MelbourneAirport,11.0,16.7
65858,2013-10-23,MelbourneAirport,11.6,15.2
65859,2013-10-24,MelbourneAirport,5.7,14.7
65860,2013-10-25,MelbourneAirport,4.6,15.5
65861,2013-10-26,MelbourneAirport,7.1,16.4
65862,2013-10-27,MelbourneAirport,7.0,16.7
65863,2013-10-28,MelbourneAirport,9.6,17.8
65864,2013-10-29,MelbourneAirport,10.0,16.2
65865,2013-10-30,MelbourneAirport,10.2,17.6
65866,2013-10-31,MelbourneAirport,9.7,16.9
65867,2013-11-01,MelbourneAirport,5.9,23.5
65868,2013-11-02,MelbourneAirport,9.7,27.1
65869,2013-11-03,MelbourneAirport,11.2,16.4
65870,2013-11-04,MelbourneAirport,6.5,16.9
65871,2013-11-05,MelbourneAirport,5.4,25.2
65872,2013-11-06,MelbourneAirport,10.4,29.6
65873,2013-11-07,MelbourneAirport,17.2,23.8
65874,2013-11-08,MelbourneAirport,12.8,18.3
65875,2013-11-09,MelbourneAirport,9.2,15.1
65876,2013-11-10,MelbourneAirport,6.6,16.3
65877,2013-11-11,MelbourneAirport,5.7,17.7
65878,2013-11-12,MelbourneAirport,10.6,16.2
65879,2013-11-13,MelbourneAirport,9.0,14.1
65880,2013-11-14,MelbourneAirport,10.6,17.4
65881,2013-11-15,MelbourneAirport,8.5,17.5
65882,2013-11-16,MelbourneAirport,7.3,17.7
65883,2013-11-17,MelbourneAirport,8.1,19.6
65884,2013-11-18,MelbourneAirport,10.1,26.7
65885,2013-11-19,MelbourneAirport,13.8,30.3
65886,2013-11-20,MelbourneAirport,13.2,17.4
65887,2013-11-21,MelbourneAirport,10.3,24.1
65888,2013-11-22,MelbourneAirport,11.8,21.0
65889,2013-11-23,MelbourneAirport,9.5,19.0
65890,2013-11-24,MelbourneAirport,10.8,18.9
65891,2013-11-25,MelbourneAirport,11.8,21.7
65892,2013-11-26,MelbourneAirport,6.9,27.7
65893,2013-11-27,MelbourneAirport,12.3,32.3
65894,2013-11-28,MelbourneAirport,20.7,24.5
65895,2013-11-29,MelbourneAirport,10.1,16.1
65896,2013-11-30,MelbourneAirport,10.2,20.0
65897,2013-12-01,MelbourneAirport,7.6,30.7
65898,2013-12-02,MelbourneAirport,19.2,35.5
65899,2013-12-03,MelbourneAirport,12.2,26.9
65900,2013-12-04,MelbourneAirport,16.2,20.5
65901,2013-12-05,MelbourneAirport,8.6,15.8
65902,2013-12-06,MelbourneAirport,6.2,17.7
65903,2013-12-07,MelbourneAirport,8.0,26.0
65904,2013-12-08,MelbourneAirport,12.5,27.9
65905,2013-12-09,MelbourneAirport,14.3,19.6
65906,2013-12-10,MelbourneAirport,10.8,20.2
65907,2013-12-11,MelbourneAirport,11.2,21.4
65908,2013-12-12,MelbourneAirport,7.8,24.1
65909,2013-12-13,MelbourneAirport,13.3,24.4
65910,2013-12-14,MelbourneAirport,11.8,18.9
65911,2013-12-15,MelbourneAirport,11.6,20.7
65912,2013-12-16,MelbourneAirport,13.5,21.1
65913,2013-12-17,MelbourneAirport,13.3,22.7
65914,2013-12-18,MelbourneAirport,12.7,29.8
65915,2013-12-19,MelbourneAirport,14.2,39.3
65916,2013-12-20,MelbourneAirport,18.8,26.7
65917,2013-12-21,MelbourneAirport,14.2,20.3
65918,2013-12-22,MelbourneAirport,15.0,28.6
65919,2013-12-23,MelbourneAirport,13.4,16.9
65920,2013-12-24,MelbourneAirport,8.0,23.0
65921,2013-12-25,MelbourneAirport,9.2,31.6
65922,2013-12-26,MelbourneAirport,15.9,28.5
65923,2013-12-27,MelbourneAirport,14.0,24.4
65924,2013-12-28,MelbourneAirport,10.8,37.2
65925,2013-12-29,MelbourneAirport,9.8,19.9
65926,2013-12-30,MelbourneAirport,7.5,21.2
65927,2013-12-31,MelbourneAirport,8.1,25.6
65928,2014-01-01,MelbourneAirport,12.8,25.1
65929,2014-01-02,MelbourneAirport,12.3,23.6
65930,2014-01-03,MelbourneAirport,13.8,23.6
65931,2014-01-04,MelbourneAirport,10.7,21.1
65932,2014-01-05,MelbourneAirport,8.8,27.2
65933,2014-01-06,MelbourneAirport,11.1,19.9
65934,2014-01-07,MelbourneAirport,11.6,19.1
65935,2014-01-08,MelbourneAirport,7.7,27.3
65936,2014-01-09,MelbourneAirport,12.1,32.4
65937,2014-01-10,MelbourneAirport,18.3,34.9
65938,2014-01-11,MelbourneAirport,16.9,23.1
65939,2014-01-12,MelbourneAirport,15.1,24.6
65940,2014-01-13,MelbourneAirport,12.7,34.6
65941,2014-01-14,MelbourneAirport,16.6,43.5
65942,2014-01-15,MelbourneAirport,28.1,42.9
65943,2014-01-16,MelbourneAirport,23.7,43.1
65944,2014-01-17,MelbourneAirport,24.1,43.9
65945,2014-01-18,MelbourneAirport,20.0,25.7
65946,2014-01-19,MelbourneAirport,15.2,23.1
65947,2014-01-20,MelbourneAirport,15.9,24.7
65948,2014-01-21,MelbourneAirport,15.8,22.6
65949,2014-01-22,MelbourneAirport,14.1,23.4
65950,2014-01-23,MelbourneAirport,10.2,33.7
65951,2014-01-24,MelbourneAirport,16.1,22.8
65952,2014-01-25,MelbourneAirport,12.5,20.3
65953,2014-01-26,MelbourneAirport,9.4,28.2
65954,2014-01-27,MelbourneAirport,15.7,35.5
65955,2014-01-28,MelbourneAirport,23.4,42.1
65956,2014-01-29,MelbourneAirport,17.5,23.7
65957,2014-01-30,MelbourneAirport,12.9,31.1
65958,2014-01-31,MelbourneAirport,16.3,28.1
65959,2014-02-01,MelbourneAirport,17.8,33.7
65960,2014-02-02,MelbourneAirport,13.6,40.5
65961,2014-02-03,MelbourneAirport,23.2,37.5
65962,2014-02-04,MelbourneAirport,13.7,25.0
65963,2014-02-05,MelbourneAirport,10.6,30.9
65964,2014-02-06,MelbourneAirport,14.2,35.3
65965,2014-02-07,MelbourneAirport,22.9,37.9
65966,2014-02-08,MelbourneAirport,14.2,42.2
65967,2014-02-09,MelbourneAirport,19.8,41.2
65968,2014-02-10,MelbourneAirport,12.5,23.7
65969,2014-02-11,MelbourneAirport,11.9,27.3
65970,2014-02-12,MelbourneAirport,14.9,28.1
65971,2014-02-13,MelbourneAirport,17.7,26.4
65972,2014-02-14,MelbourneAirport,17.8,27.0
65973,2014-02-15,MelbourneAirport,19.3,28.2
65974,2014-02-16,MelbourneAirport,15.4,22.9
65975,2014-02-17,MelbourneAirport,12.6,25.7
65976,2014-02-18,MelbourneAirport,11.5,31.9
65977,2014-02-19,MelbourneAirport,15.5,25.7
65978,2014-02-20,MelbourneAirport,10.0,20.2
65979,2014-02-21,MelbourneAirport,10.4,20.6
65980,2014-02-22,MelbourneAirport,11.4,19.7
65981,2014-02-23,MelbourneAirport,12.8,24.6
65982,2014-02-24,MelbourneAirport,12.8,27.3
65983,2014-02-25,MelbourneAirport,12.3,36.4
65984,2014-02-26,MelbourneAirport,11.8,21.5
65985,2014-02-27,MelbourneAirport,9.6,21.3
65986,2014-02-28,MelbourneAirport,9.5,23.2
65987,2014-03-01,MelbourneAirport,14.9,23.2
65988,2014-03-02,MelbourneAirport,16.0,22.6
65989,2014-03-03,MelbourneAirport,11.8,26.7
65990,2014-03-04,MelbourneAirport,13.5,34.1
65991,2014-03-05,MelbourneAirport,20.2,22.9
65992,2014-03-06,MelbourneAirport,13.4,21.0
65993,2014-03-07,MelbourneAirport,11.6,22.7
65994,2014-03-08,MelbourneAirport,14.1,27.9
65995,2014-03-09,MelbourneAirport,15.1,33.4
65996,2014-03-10,MelbourneAirport,22.2,35.2
65997,2014-03-11,MelbourneAirport,17.3,32.1
65998,2014-03-12,MelbourneAirport,14.0,21.3
65999,2014-03-13,MelbourneAirport,9.6,23.7
66000,2014-03-14,MelbourneAirport,12.8,28.6
66001,2014-03-15,MelbourneAirport,16.6,30.2
66002,2014-03-16,MelbourneAirport,10.8,20.0
66003,2014-03-17,MelbourneAirport,11.6,25.3
66004,2014-03-18,MelbourneAirport,12.5,25.1
66005,2014-03-19,MelbourneAirport,9.2,22.1
66006,2014-03-20,MelbourneAirport,9.2,31.1
66007,2014-03-21,MelbourneAirport,15.3,25.7
66008,2014-03-22,MelbourneAirport,10.8,18.4
66009,2014-03-23,MelbourneAirport,12.3,16.8
66010,2014-03-24,MelbourneAirport,8.9,18.3
66011,2014-03-25,MelbourneAirport,11.9,24.3
66012,2014-03-26,MelbourneAirport,12.5,27.3
66013,2014-03-27,MelbourneAirport,16.2,25.9
66014,2014-03-28,MelbourneAirport,15.9,22.0
66015,2014-03-29,MelbourneAirport,11.2,24.4
66016,2014-03-30,MelbourneAirport,14.0,26.6
66017,2014-03-31,MelbourneAirport,15.4,32.0
66018,2014-04-01,MelbourneAirport,20.6,33.7
66019,2014-04-02,MelbourneAirport,21.7,23.6
66020,2014-04-03,MelbourneAirport,13.3,17.3
66021,2014-04-04,MelbourneAirport,13.1,18.6
66022,2014-04-05,MelbourneAirport,13.8,24.3
66023,2014-04-06,MelbourneAirport,11.5,23.2
66024,2014-04-07,MelbourneAirport,10.8,25.2
66025,2014-04-08,MelbourneAirport,15.6,20.9
66026,2014-04-09,MelbourneAirport,16.1,17.5
66027,2014-04-10,MelbourneAirport,16.0,18.2
66028,2014-04-11,MelbourneAirport,16.4,17.0
66029,2014-04-12,MelbourneAirport,14.3,20.7
66030,2014-04-13,MelbourneAirport,10.9,20.4
66031,2014-04-14,MelbourneAirport,8.1,20.3
66032,2014-04-15,MelbourneAirport,8.0,19.5
66033,2014-04-16,MelbourneAirport,8.9,22.6
66034,2014-04-17,MelbourneAirport,9.2,24.4
66035,2014-04-18,MelbourneAirport,11.8,18.9
66036,2014-04-19,MelbourneAirport,9.1,16.2
66037,2014-04-20,MelbourneAirport,10.1,18.6
66038,2014-04-21,MelbourneAirport,10.9,19.0
66039,2014-04-22,MelbourneAirport,12.3,17.3
66040,2014-04-23,MelbourneAirport,8.7,18.8
66041,2014-04-24,MelbourneAirport,11.5,17.0
66042,2014-04-25,MelbourneAirport,3.5,20.1
66043,2014-04-26,MelbourneAirport,10.4,19.0
66044,2014-04-27,MelbourneAirport,5.0,16.1
66045,2014-04-28,MelbourneAirport,4.2,21.0
66046,2014-04-29,MelbourneAirport,15.1,18.0
66047,2014-04-30,MelbourneAirport,8.5,15.9
66048,2014-05-01,MelbourneAirport,4.5,15.6
66049,2014-05-02,MelbourneAirport,9.0,13.6
66050,2014-05-03,MelbourneAirport,8.6,15.5
66051,2014-05-04,MelbourneAirport,7.0,12.7
66052,2014-05-05,MelbourneAirport,8.3,16.3
66053,2014-05-06,MelbourneAirport,8.7,14.4
66054,2014-05-07,MelbourneAirport,8.7,14.5
66055,2014-05-08,MelbourneAirport,2.3,17.5
66056,2014-05-09,MelbourneAirport,4.2,16.8
66057,2014-05-10,MelbourneAirport,12.3,16.9
66058,2014-05-11,MelbourneAirport,7.9,18.9
66059,2014-05-12,MelbourneAirport,6.8,18.5
66060,2014-05-13,MelbourneAirport,5.2,20.4
66061,2014-05-14,MelbourneAirport,7.4,20.7
66062,2014-05-15,MelbourneAirport,13.1,21.6
66063,2014-05-16,MelbourneAirport,14.2,23.3
66064,2014-05-17,MelbourneAirport,14.9,18.8
66065,2014-05-18,MelbourneAirport,15.7,21.2
66066,2014-05-19,MelbourneAirport,15.2,22.8
66067,2014-05-20,MelbourneAirport,12.2,22.1
66068,2014-05-21,MelbourneAirport,8.6,23.4
66069,2014-05-22,MelbourneAirport,14.0,20.7
66070,2014-05-23,MelbourneAirport,14.8,20.2
66071,2014-05-24,MelbourneAirport,8.2,17.0
66072,2014-05-25,MelbourneAirport,10.0,19.5
66073,2014-05-26,MelbourneAirport,8.6,19.4
66074,2014-05-27,MelbourneAirport,15.6,20.0
66075,2014-05-28,MelbourneAirport,10.0,18.3
66076,2014-05-29,MelbourneAirport,7.1,15.0
66077,2014-05-30,MelbourneAirport,3.8,17.2
66078,2014-05-31,MelbourneAirport,8.1,18.4
66079,2014-06-01,MelbourneAirport,11.4,14.3
66080,2014-06-02,MelbourneAirport,8.1,15.0
66081,2014-06-03,MelbourneAirport,10.0,16.3
66082,2014-06-04,MelbourneAirport,8.2,17.9
66083,2014-06-05,MelbourneAirport,10.5,14.9
66084,2014-06-06,MelbourneAirport,5.9,14.9
66085,2014-06-07,MelbourneAirport,7.5,15.7
66086,2014-06-08,MelbourneAirport,9.0,13.5
66087,2014-06-09,MelbourneAirport,3.0,14.2
66088,2014-06-10,MelbourneAirport,6.3,18.1
66089,2014-06-11,MelbourneAirport,6.4,16.2
66090,2014-06-12,MelbourneAirport,9.5,15.0
66091,2014-06-13,MelbourneAirport,11.1,16.6
66092,2014-06-14,MelbourneAirport,8.6,14.6
66093,2014-06-15,MelbourneAirport,7.6,14.3
66094,2014-06-16,MelbourneAirport,8.3,15.8
66095,2014-06-17,MelbourneAirport,8.7,15.1
66096,2014-06-18,MelbourneAirport,9.7,13.1
66097,2014-06-19,MelbourneAirport,5.4,11.1
66098,2014-06-20,MelbourneAirport,8.1,14.7
66099,2014-06-21,MelbourneAirport,10.0,14.8
66100,2014-06-22,MelbourneAirport,7.7,14.5
66101,2014-06-23,MelbourneAirport,10.7,14.6
66102,2014-06-24,MelbourneAirport,4.1,13.6
66103,2014-06-25,MelbourneAirport,7.3,15.3
66104,2014-06-26,MelbourneAirport,10.3,15.4
66105,2014-06-27,MelbourneAirport,6.4,14.1
66106,2014-06-28,MelbourneAirport,8.5,11.9
66107,2014-06-29,MelbourneAirport,7.5,11.7
66108,2014-06-30,MelbourneAirport,4.8,12.3
66109,2014-07-01,MelbourneAirport,7.4,12.0
66110,2014-07-02,MelbourneAirport,9.7,15.8
66111,2014-07-03,MelbourneAirport,5.4,11.7
66112,2014-07-04,MelbourneAirport,6.5,10.8
66113,2014-07-05,MelbourneAirport,7.5,14.5
66114,2014-07-06,MelbourneAirport,9.1,13.2
66115,2014-07-07,MelbourneAirport,3.1,15.3
66116,2014-07-08,MelbourneAirport,8.0,13.6
66117,2014-07-09,MelbourneAirport,7.6,10.6
66118,2014-07-10,MelbourneAirport,4.2,13.5
66119,2014-07-11,MelbourneAirport,5.2,14.4
66120,2014-07-12,MelbourneAirport,5.1,10.3
66121,2014-07-13,MelbourneAirport,3.2,13.1
66122,2014-07-14,MelbourneAirport,6.6,12.4
66123,2014-07-15,MelbourneAirport,6.8,11.7
66124,2014-07-16,MelbourneAirport,8.8,13.8
66125,2014-07-17,MelbourneAirport,6.9,11.7
66126,2014-07-18,MelbourneAirport,4.5,11.4
66127,2014-07-19,MelbourneAirport,5.9,11.7
66128,2014-07-20,MelbourneAirport,6.8,12.8
66129,2014-07-21,MelbourneAirport,4.0,13.4
66130,2014-07-22,MelbourneAirport,2.8,10.1
66131,2014-07-23,MelbourneAirport,-0.4,12.4
66132,2014-07-24,MelbourneAirport,3.3,13.8
66133,2014-07-25,MelbourneAirport,7.1,15.9
66134,2014-07-26,MelbourneAirport,10.2,14.3
66135,2014-07-27,MelbourneAirport,5.4,16.4
66136,2014-07-28,MelbourneAirport,7.5,16.2
66137,2014-07-29,MelbourneAirport,9.1,15.7
66138,2014-07-30,MelbourneAirport,10.2,18.0
66139,2014-07-31,MelbourneAirport,12.2,18.6
66140,2014-08-01,MelbourneAirport,3.7,10.2
66141,2014-08-02,MelbourneAirport,2.6,12.3
66142,2014-08-03,MelbourneAirport,0.0,13.8
66143,2014-08-04,MelbourneAirport,1.4,14.1
66144,2014-08-05,MelbourneAirport,4.5,15.8
66145,2014-08-06,MelbourneAirport,8.7,15.3
66146,2014-08-07,MelbourneAirport,6.9,12.8
66147,2014-08-08,MelbourneAirport,9.9,15.3
66148,2014-08-09,MelbourneAirport,6.0,13.1
66149,2014-08-10,MelbourneAirport,7.8,11.5
66150,2014-08-11,MelbourneAirport,3.1,11.1
66151,2014-08-12,MelbourneAirport,3.3,11.5
66152,2014-08-13,MelbourneAirport,6.4,13.5
66153,2014-08-14,MelbourneAirport,8.0,14.5
66154,2014-08-15,MelbourneAirport,2.4,16.7
66155,2014-08-16,MelbourneAirport,2.6,12.9
66156,2014-08-17,MelbourneAirport,6.5,13.7
66157,2014-08-18,MelbourneAirport,8.2,12.7
66158,2014-08-19,MelbourneAirport,9.3,11.8
66159,2014-08-20,MelbourneAirport,8.0,12.4
66160,2014-08-21,MelbourneAirport,5.5,17.0
66161,2014-08-22,MelbourneAirport,5.8,19.1
66162,2014-08-23,MelbourneAirport,4.9,19.6
66163,2014-08-24,MelbourneAirport,7.7,15.5
